Place,Status,Region,Lat,Lon,Elev,Pop,Bed,Bath,Price,isFurnished
Legon,1,1,5.65,-0.18,249,445789,5,5,2035,0
North Kaneshie,1,1,5.59,-0.24,331,810299,1,1,600,0
North Labone Estate,1,1,5.57,-0.18,262,618458,1,1,600,0
North Ridge,1,1,5.57,-0.19,282,575806,1,1,600,0
Spintex Road,1,1,5.64,-0.10,219,306890,2,2,120,0
Spintex Road,1,1,5.64,-0.10,219,306890,1,1,500,0
Spintex Road,1,1,5.64,-0.10,219,306890,3,3,200,0
Legion,1,1,5.65,-0.18,249,445789,4,4,2023,0
Legon,1,1,5.65,-0.18,249,445789,4,4,2023,0
Katamanso,3,1,5.75,-0.08,246,74381,4,4,200,0
North Dzorwulu,1,1,5.62,-0.19,249,690794,3,4,15600,1
Airport Residential Area,1,1,5.61,-0.18,249,760954,5,6,2640,0
Osu,1,1,5.56,-0.19,278,505871,2,3,7650,1
Legion,1,1,5.65,-0.18,249,445789,3,3,180,0
Legon,1,1,5.65,-0.18,249,445789,3,3,180,0
Spintex Road,1,1,5.64,-0.10,219,306890,4,5,530,0
Awudome Estate,1,1,5.57,-0.23,334,741791,4,4,470,0
Dansoman Estate,1,1,5.54,-0.26,416,565491,4,4,470,0
Kanda Estate,1,1,5.58,-0.19,278,698987,4,4,470,0
Nyaniba Estates,1,1,5.56,-0.18,269,549820,4,4,470,0
Parakuo Estates,1,1,5.64,-0.23,249,590864,4,4,470,0
Sakumono Estates,1,1,5.62,-0.05,236,144279,4,4,470,0
Airport Hills Residential Area,1,1,5.62,-0.14,232,512727,4,5,2340,0
Ogbojo,1,1,5.67,-0.14,246,314959,3,4,200,0
Legon,1,1,5.65,-0.18,249,445789,4,4,648,0
North Ridge,1,1,5.57,-0.19,282,575806,4,4,648,0
North Dzorwulu,1,1,5.62,-0.19,249,690794,3,4,10400,1
Legion,1,1,5.65,-0.18,249,445789,2,2,300,0
Legon,1,1,5.65,-0.18,249,445789,2,2,300,0
East Ridge,1,1,5.56,-0.19,282,575806,3,4,1605,0
North Ridge,1,1,5.57,-0.19,282,575806,3,4,1605,0
West Ridge,1,1,5.56,-0.20,298,623367,3,4,1605,0
North Dzorwulu,1,1,5.62,-0.19,249,690794,6,7,2080,0
Spintex Road,1,1,5.64,-0.10,219,306890,3,3,250,0
Osu,1,1,5.56,-0.19,278,505871,3,3,1170,0
Legion,1,1,5.65,-0.18,249,445789,4,5,1350,0
Legon,1,1,5.65,-0.18,249,445789,4,5,1350,0
Legion,1,1,5.65,-0.18,249,445789,3,3,11991,1
Legon,1,1,5.65,-0.18,249,445789,3,3,11991,1
Ashonman,1,1,5.70,-0.21,187,240340,2,2,150,0
Ashouman,1,1,5.70,-0.21,187,240340,2,2,150,0
Atoman,3,1,5.79,-0.49,246,36331,2,2,150,0
Legion,1,1,5.65,-0.18,249,445789,2,2,8250,1
Legon,1,1,5.65,-0.18,249,445789,2,2,8250,1
Osu,1,1,5.56,-0.19,278,505871,1,1,600,0
Spintex Road,1,1,5.64,-0.10,219,306890,4,4,430,0
Legion,1,1,5.65,-0.18,249,445789,4,4,1998,0
Legon,1,1,5.65,-0.18,249,445789,4,4,1998,0
Spintex Road,1,1,5.64,-0.10,219,306890,2,2,120,0
Roman Bridge,1,1,5.60,-0.20,259,779245,3,4,1130,0
West Ridge,1,1,5.56,-0.20,298,623367,3,4,1130,0
Danso,3,1,5.75,-0.50,282,38986,2,3,160,0
Dansoman Estate,1,1,5.54,-0.26,416,565491,2,3,160,0
Janman,1,1,5.53,-0.33,246,351283,2,3,160,0
Janman,1,1,5.68,-0.28,242,267360,2,3,160,0
Old Damsoman,1,1,5.53,-0.25,370,450282,2,3,160,0
Danso,3,1,5.75,-0.50,282,38986,3,4,180,0
Dansoman Estate,1,1,5.54,-0.26,416,565491,3,4,180,0
Janman,1,1,5.53,-0.33,246,351283,3,4,180,0
Janman,1,1,5.68,-0.28,242,267360,3,4,180,0
Old Damsoman,1,1,5.53,-0.25,370,450282,3,4,180,0
Spintex Road,1,1,5.64,-0.10,219,306890,3,3,200,0
Spintex Road,1,1,5.64,-0.10,219,306890,1,1,400,0
Spintex Road,1,1,5.64,-0.10,219,306890,3,3,120,0
Spintex Road,1,1,5.64,-0.10,219,306890,1,1,500,0
Spintex Road,1,1,5.64,-0.10,219,306890,4,5,330,0
Pokoase,1,1,5.69,-0.28,242,212367,2,3,600,0
Pokuase,1,1,5.69,-0.28,242,212367,2,3,600,0
Poukuase,1,1,5.69,-0.28,242,212367,2,3,600,0
Tokuse,1,1,5.55,-0.37,291,153506,2,3,600,0
Ashieye,1,1,5.75,-0.15,242,105602,2,1,800,0
Awoshie,1,1,5.59,-0.28,374,669123,2,1,800,0
Airport Hills Residential Area,1,1,5.62,-0.14,232,512727,4,5,3291,0
Airport Residential Area,1,1,5.61,-0.18,249,760954,4,5,3291,0
Ashalebotwe,1,1,5.68,-0.13,239,198857,2,1,100,0
Ashonman,1,1,5.70,-0.21,187,240340,2,2,130,0
Ashouman,1,1,5.70,-0.21,187,240340,2,2,130,0
Atoman,3,1,5.79,-0.49,246,36331,2,2,130,0
Legon,1,1,5.65,-0.18,249,445789,4,3,200,0
Osu,1,1,5.56,-0.19,278,505871,2,3,918,0
Akweteman,1,1,5.50,-0.33,0,232745,3,4,280,0
Atoman,3,1,5.79,-0.49,246,36331,3,4,280,0
Teiman,1,1,5.75,-0.18,259,110264,3,4,280,0
Tema,1,1,5.62,-0.02,0,109449,3,4,280,0
Temma,1,1,5.62,-0.02,0,109449,3,4,280,0
Osu,1,1,5.56,-0.19,278,505871,3,3,550,0
Spintex Road,1,1,5.64,-0.10,219,306890,3,2,100,0
Ashalebotwe,1,1,5.68,-0.13,239,198857,2,1,100,0
Legion,1,1,5.65,-0.18,249,445789,5,6,400,0
Legon,1,1,5.65,-0.18,249,445789,5,6,400,0
Awoshie,1,1,5.59,-0.28,374,669123,3,3,100,0
Santa Maria,1,1,5.60,-0.26,305,670720,2,2,120,0
Spintex Road,1,1,5.64,-0.10,219,306890,3,3,750,0
Spintex Road,1,1,5.64,-0.10,219,306890,3,3,100,0
Spintex Road,1,1,5.64,-0.10,219,306890,2,2,120,0
Airport Hills Residential Area,1,1,5.62,-0.14,232,512727,4,5,1720,0
Pokoase,1,1,5.69,-0.28,242,212367,4,4,180,0
Pokuase,1,1,5.69,-0.28,242,212367,4,4,180,0
Poukuase,1,1,5.69,-0.28,242,212367,4,4,180,0
Odumase,1,1,5.67,-0.31,246,214924,2,2,650,0
Odumasi,3,1,5.76,-0.58,830,26429,2,2,650,0
Odumasi,1,1,5.67,-0.31,246,214924,2,2,650,0
Oyamfa,1,1,5.74,-0.18,239,124661,4,4,300,0
Oyarifa,1,1,5.74,-0.18,239,124661,4,4,300,0
Oyauifa,1,1,5.74,-0.18,239,124661,4,4,300,0
Santa Maria,1,1,5.60,-0.26,305,670720,4,4,300,0
Legion,1,1,5.65,-0.18,249,445789,4,5,1500,0
Legon,1,1,5.65,-0.18,249,445789,4,5,1500,0
Cantonments,1,1,5.58,-0.18,259,678313,4,5,3000,0
Ogbojo,1,1,5.67,-0.14,246,314959,3,4,200,0
Ajiringano,1,1,5.63,-0.13,232,437914,4,5,588,0
Adentan,1,1,5.70,-0.17,249,214429,3,4,150,0
Spintex Road,1,1,5.64,-0.10,219,306890,2,1,210,0
Spintex Road,1,1,5.64,-0.10,219,306890,2,3,1000,0
Spintex Road,1,1,5.64,-0.10,219,306890,3,4,5500,0
Spintex Road,1,1,5.64,-0.10,219,306890,3,4,900,0
Achimota,1,1,5.62,-0.23,272,689820,3,2,5500,1
New Achimota,1,1,5.63,-0.26,265,587895,3,2,5500,1
Onyachia,2,1,5.58,-0.55,830,16986,3,2,5500,1
Achiaman,1,1,5.70,-0.33,236,122026,4,5,800,0
Achimota,1,1,5.62,-0.23,272,689820,4,5,800,0
Achimota Forest,1,1,5.62,-0.22,259,702116,4,5,800,0
Achimota Village,1,1,5.62,-0.23,272,689820,4,5,800,0
Awchioma,3,1,5.77,-0.28,830,63716,4,5,800,0
New Achimota,1,1,5.63,-0.26,265,587895,4,5,800,0
Ajiringano,1,1,5.63,-0.13,232,437914,2,2,150,0
Adentan,1,1,5.70,-0.17,249,214429,3,2,850,0
Kwabenyan,1,1,5.69,-0.25,291,313428,5,5,420,0
Ashale Anan,3,1,5.74,-0.49,252,45100,3,3,120,0
Awoshie,1,1,5.59,-0.28,374,669123,3,3,120,0
Ajiringano,1,1,5.63,-0.13,232,437914,2,2,150,0
Awoshie,1,1,5.59,-0.28,374,669123,3,3,120,0
La Bawalshie,1,1,5.64,-0.17,246,455452,3,3,120,0
Agbogba,1,1,5.69,-0.20,213,305480,4,4,200,0
Agboogba,1,1,5.69,-0.20,213,305480,4,4,200,0
Agbogba,1,1,5.69,-0.20,213,305480,2,2,150,0
Agboogba,1,1,5.69,-0.20,213,305480,2,2,150,0
Madina,1,1,5.67,-0.16,249,356740,3,3,100,0
Spintex Road,1,1,5.64,-0.10,219,306890,3,3,270,0
Awudome Estate,1,1,5.57,-0.23,334,741791,4,4,180,0
Dansoman Estate,1,1,5.54,-0.26,416,565491,4,4,180,0
Greda Estates,1,1,5.62,-0.09,219,300173,4,4,180,0
Kanda Estate,1,1,5.58,-0.19,278,698987,4,4,180,0
Medina Estates,1,1,5.67,-0.16,249,356740,4,4,180,0
Nyaniba Estates,1,1,5.56,-0.18,269,549820,4,4,180,0
Parakuo Estates,1,1,5.64,-0.23,249,590864,4,4,180,0
Ringway Estate,1,1,5.57,-0.18,275,549820,4,4,180,0
South La Estate,1,1,5.55,-0.16,0,428301,4,4,180,0
Spintex Road,1,1,5.64,-0.10,219,306890,3,3,150,0
Pokuase,1,1,5.69,-0.28,242,212367,2,2,120,0
Poukuase,1,1,5.69,-0.28,242,212367,2,2,120,0
Ajiringano,1,1,5.63,-0.13,232,437914,2,3,350,0
Awudome Estate,1,1,5.57,-0.23,334,741791,3,3,250,0
Kanda Estate,1,1,5.58,-0.19,278,698987,3,3,250,0
Teshie Nungua Estates,1,1,5.60,-0.09,219,252445,3,3,250,0
Lapaz,1,1,5.61,-0.25,301,733305,5,3,250,0
Pantampa,2,1,5.57,-0.42,246,16988,5,3,250,0
Awudome Estate,1,1,5.57,-0.23,334,741791,3,3,220,0
Kanda Estate,1,1,5.58,-0.19,278,698987,3,3,220,0
Teshie Nungua Estates,1,1,5.60,-0.09,219,252445,3,3,220,0
Kwabenyan,1,1,5.69,-0.25,291,313428,4,4,220,0
Oyarifa,1,1,5.74,-0.18,239,124661,3,2,130,0
Oyauifa,1,1,5.74,-0.18,239,124661,3,2,130,0
Santa Maria,1,1,5.60,-0.26,305,670720,3,2,130,0
Amasaman,1,1,5.70,-0.30,246,160578,2,2,170,0
Ashouman,1,1,5.70,-0.21,187,240340,2,2,170,0
Atoman,3,1,5.79,-0.49,246,36331,2,2,170,0
Danso,3,1,5.75,-0.50,282,38986,2,2,170,0
Dansoman Estate,1,1,5.54,-0.26,416,565491,2,2,170,0
Old Damsoman,1,1,5.53,-0.25,370,450282,2,2,170,0
Oyarifa,1,1,5.74,-0.18,239,124661,3,1,750,0
Adentan,1,1,5.70,-0.17,249,214429,2,1,100,0
Spintex Road,1,1,5.64,-0.10,219,306890,2,2,200,0
Tesa,1,1,5.63,-0.13,232,437914,3,3,702,0
Tesano,1,1,5.60,-0.23,301,781298,3,3,702,0
Oyarifa,1,1,5.74,-0.18,239,124661,3,2,130,0
Oyauifa,1,1,5.74,-0.18,239,124661,3,2,130,0
Santa Maria,1,1,5.60,-0.26,305,670720,3,2,130,0
Adentan,1,1,5.70,-0.17,249,214429,3,2,850,0
Adentan,1,1,5.70,-0.17,249,214429,2,2,600,0
Adentan,1,1,5.70,-0.17,249,214429,1,1,450,0
Adentan,1,1,5.70,-0.17,249,214429,2,2,900,0
Legion,1,1,5.65,-0.18,249,445789,5,6,1105,0
Legon,1,1,5.65,-0.18,249,445789,5,6,1105,0
Pokoase,1,1,5.69,-0.28,242,212367,2,3,130,0
Pokuase,1,1,5.69,-0.28,242,212367,2,3,130,0
Poukuase,1,1,5.69,-0.28,242,212367,2,3,130,0
Ajiringano,1,1,5.63,-0.13,232,437914,2,2,380,0
Legion,1,1,5.65,-0.18,249,445789,5,6,1776,0
Legon,1,1,5.65,-0.18,249,445789,5,6,1776,0
Kwabenyan,1,1,5.69,-0.25,291,313428,1,1,350,0
Manokwa,2,1,5.63,-0.60,259,17739,3,2,250,0
Cantonments,1,1,5.58,-0.18,259,678313,4,4,3180,0
Madina,1,1,5.67,-0.16,249,356740,3,3,100,0
Awudome Estate,1,1,5.57,-0.23,334,741791,3,3,250,0
Kanda Estate,1,1,5.58,-0.19,278,698987,3,3,250,0
Teshie Nungua Estates,1,1,5.60,-0.09,219,252445,3,3,250,0
Gbawe,1,1,5.58,-0.31,416,527547,1,1,400,0
Legion,1,1,5.65,-0.18,249,445789,4,5,400,0
Legon,1,1,5.65,-0.18,249,445789,4,5,400,0
Ajiringano,1,1,5.63,-0.13,232,437914,4,4,200,0
Oyarifa,1,1,5.74,-0.18,239,124661,1,1,500,0
Oyauifa,1,1,5.74,-0.18,239,124661,1,1,500,0
Santa Maria,1,1,5.60,-0.26,305,670720,1,1,500,0
Legion,1,1,5.65,-0.18,249,445789,1,4,400,0
Legon,1,1,5.65,-0.18,249,445789,1,4,400,0
Ablekuma,1,1,5.63,-0.10,219,291345,3,2,100,0
Legion,1,1,5.65,-0.18,249,445789,3,3,250,0
Legon,1,1,5.65,-0.18,249,445789,3,3,250,0
Pokuase,1,1,5.69,-0.28,242,212367,1,1,350,0
Ajiringano,1,1,5.63,-0.13,232,437914,1,1,800,0
Legion,1,1,5.65,-0.18,249,445789,2,3,356,0
Legon,1,1,5.65,-0.18,249,445789,2,3,356,0
Okponglo,1,1,5.64,-0.18,246,551120,5,6,1855,0
Airport Hills Residential Area,1,1,5.62,-0.14,232,512727,4,5,1600,0
Madina,1,1,5.67,-0.16,249,356740,2,1,800,0
Adentan,1,1,5.70,-0.17,249,214429,4,3,250,0
Pokuase,1,1,5.69,-0.28,242,212367,2,2,120,0
Poukuase,1,1,5.69,-0.28,242,212367,2,2,120,0
Legion,1,1,5.65,-0.18,249,445789,1,1,400,0
Legon,1,1,5.65,-0.18,249,445789,1,1,400,0
West Legon Residential,1,1,5.65,-0.21,249,494494,1,1,400,0
Adentan,1,1,5.70,-0.17,249,214429,4,4,150,0
Adentan,1,1,5.70,-0.17,249,214429,3,2,150,0
Agbogba,1,1,5.69,-0.20,213,305480,4,3,160,0
Agboogba,1,1,5.69,-0.20,213,305480,4,3,160,0
Legion,1,1,5.65,-0.18,249,445789,3,4,385,0
Legon,1,1,5.65,-0.18,249,445789,3,4,385,0
Legion,1,1,5.65,-0.18,249,445789,3,3,440,0
Legon,1,1,5.65,-0.18,249,445789,3,3,440,0
Legion,1,1,5.65,-0.18,249,445789,3,2,250,0
Legon,1,1,5.65,-0.18,249,445789,3,2,250,0
Pokuase,1,1,5.69,-0.28,242,212367,2,3,120,0
Poukuase,1,1,5.69,-0.28,242,212367,2,3,120,0
Ajiringano,1,1,5.63,-0.13,232,437914,4,5,840,0
Accra town,1,1,5.54,-0.21,0,482503,3,3,120,0
Official Town,1,1,5.59,-0.26,367,704950,3,3,120,0
Spintex Road,1,1,5.64,-0.10,219,306890,1,1,450,0
Legon,1,1,5.65,-0.18,249,445789,5,5,1500,0
Legion,1,1,5.65,-0.18,249,445789,3,5,910,0
Legon,1,1,5.65,-0.18,249,445789,3,5,910,0
Ajiringano,1,1,5.63,-0.13,232,437914,2,2,8500,1
Abokobi,1,1,5.73,-0.21,249,149540,3,3,150,0
Santa Maria,1,1,5.60,-0.26,305,670720,4,5,300,0
Adentan,1,1,5.70,-0.17,249,214429,2,3,120,0
Agbogba,1,1,5.69,-0.20,213,305480,1,2,700,0
Agboogba,1,1,5.69,-0.20,213,305480,1,2,700,0
Ajiringano,1,1,5.63,-0.13,232,437914,5,5,1000,0
Gbawe,1,1,5.58,-0.31,416,527547,3,2,160,0
Airport Hills Residential Area,1,1,5.62,-0.14,232,512727,2,3,2450,0
Airport Residential Area,1,1,5.61,-0.18,249,760954,2,3,2450,0
West Legon Residential,1,1,5.65,-0.21,249,494494,2,3,2450,0
Madina,1,1,5.67,-0.16,249,356740,2,1,850,0
Toboase,2,1,5.58,-0.58,341,17325,3,2,120,0
Topiase,3,1,5.72,-0.52,830,40598,3,2,120,0
Topiasi,3,1,5.72,-0.52,830,40598,3,2,120,0
Legion,1,1,5.65,-0.18,249,445789,2,1,160,0
Legon,1,1,5.65,-0.18,249,445789,2,1,160,0
Ajiringano,1,1,5.63,-0.13,232,437914,2,2,4770,1
Ajiringano,1,1,5.63,-0.13,232,437914,4,5,607,0
Awoshie,1,1,5.59,-0.28,374,669123,3,3,120,0
La Bawalshie,1,1,5.64,-0.17,246,455452,3,3,120,0
Legion,1,1,5.65,-0.18,249,445789,1,1,750,0
Legon,1,1,5.65,-0.18,249,445789,1,1,750,0
Legion,1,1,5.65,-0.18,249,445789,1,1,100,0
Legon,1,1,5.65,-0.18,249,445789,1,1,100,0
Cantonments,1,1,5.58,-0.18,259,678313,5,6,3180,0
Santa Maria,1,1,5.60,-0.26,305,670720,3,4,300,0
Legion,1,1,5.65,-0.18,249,445789,5,6,8769,0
Legon,1,1,5.65,-0.18,249,445789,5,6,8769,0
Spintex Road,1,1,5.64,-0.10,219,306890,3,3,130,0
Legon,1,1,5.65,-0.18,249,445789,4,5,400,0
Aplaku,1,1,5.53,-0.33,246,351283,3,4,800,0
Ashale Anan,3,1,5.74,-0.49,252,45100,2,2,600,0
Awoshie,1,1,5.59,-0.28,374,669123,2,2,600,0
Santa Maria,1,1,5.60,-0.26,305,670720,2,2,120,0
Awoshie,1,1,5.59,-0.28,374,669123,3,3,100,0
Awudome Estate,1,1,5.57,-0.23,334,741791,1,1,800,0
Greda Estates,1,1,5.62,-0.09,219,300173,1,1,800,0
Kanda Estate,1,1,5.58,-0.19,278,698987,1,1,800,0
Medina Estates,1,1,5.67,-0.16,249,356740,1,1,800,0
Ringway Estate,1,1,5.57,-0.18,275,549820,1,1,800,0
Teshie Nungua Estates,1,1,5.60,-0.09,219,252445,1,1,800,0
Spintex Road,1,1,5.64,-0.10,219,306890,1,1,450,0
Spintex Road,1,1,5.64,-0.10,219,306890,1,1,400,0
Spintex Road,1,1,5.64,-0.10,219,306890,1,1,450,0
Legion,1,1,5.65,-0.18,249,445789,3,3,13750,1
Legon,1,1,5.65,-0.18,249,445789,3,3,13750,1
Toboase,2,1,5.58,-0.58,341,17325,4,4,100,0
Topiase,3,1,5.72,-0.52,830,40598,4,4,100,0
Topiasi,3,1,5.72,-0.52,830,40598,4,4,100,0
Legon,1,1,5.65,-0.18,249,445789,3,4,400,0
Tesano,1,1,5.60,-0.23,301,781298,2,1,600,0
North Dzorwulu,1,1,5.62,-0.19,249,690794,1,1,135,0
North Dzorwulu,1,1,5.62,-0.19,249,690794,2,2,250,0
North Ridge,1,1,5.57,-0.19,282,575806,3,3,380,0
Teshie Manheam,1,1,5.61,-0.11,219,338532,3,2,260,0
Teshie Nungua Estates,1,1,5.60,-0.09,219,252445,3,2,260,0
Spintex Road,1,1,5.64,-0.10,219,306890,5,6,550,0
Ajiringano,1,1,5.63,-0.13,232,437914,1,1,500,0
Legon,1,1,5.65,-0.18,249,445789,3,4,200,0
Weija,1,1,5.57,-0.33,246,364214,3,2,150,0
Kasoa,2,1,5.53,-0.42,246,16999,5,4,220,0
Ajiringano,1,1,5.63,-0.13,232,437914,2,2,150,0
Ajiringano,1,1,5.63,-0.13,232,437914,1,1,800,0
Cantonments,1,1,5.58,-0.18,259,678313,4,5,2000,0
Cantonments,1,1,5.58,-0.18,259,678313,4,4,3000,0
Cantonments,1,1,5.58,-0.18,259,678313,3,3,22000,1
Cantonments,1,1,5.58,-0.18,259,678313,4,4,2500,0
Cantonments,1,1,5.58,-0.18,259,678313,3,4,2200,0
Trade Center,1,1,5.57,-0.15,246,490578,3,4,630,0
Katamanso,3,1,5.75,-0.08,246,74381,1,1,650,0
Trade Center,1,1,5.57,-0.15,246,490578,4,5,21200,1
Legion,1,1,5.65,-0.18,249,445789,3,4,1060,0
Legon,1,1,5.65,-0.18,249,445789,3,4,1060,0
Legion,1,1,5.65,-0.18,249,445789,5,6,10800,1
Legon,1,1,5.65,-0.18,249,445789,5,6,10800,1
Legion,1,1,5.65,-0.18,249,445789,6,7,2300,0
Legon,1,1,5.65,-0.18,249,445789,6,7,2300,0
Obeyie,1,1,5.68,-0.34,242,135235,2,3,800,0
Ajiringano,1,1,5.63,-0.13,232,437914,2,3,425,0
Spintex Road,1,1,5.64,-0.10,219,306890,5,3,200,0
Spintex Road,1,1,5.64,-0.10,219,306890,3,3,200,0
Spintex Road,1,1,5.64,-0.10,219,306890,4,4,550,0
Spintex Road,1,1,5.64,-0.10,219,306890,4,4,400,0
Spintex Road,1,1,5.64,-0.10,219,306890,4,4,400,0
Spintex Road,1,1,5.64,-0.10,219,306890,3,3,200,0
Spintex Road,1,1,5.64,-0.10,219,306890,4,4,200,0
Legon,1,1,5.65,-0.18,249,445789,3,4,520,0
Cantonments,1,1,5.58,-0.18,259,678313,4,5,2000,0
Airport Residential Area,1,1,5.61,-0.18,249,760954,4,5,1810,0
Legon,1,1,5.65,-0.18,249,445789,4,5,520,0
Legon,1,1,5.65,-0.18,249,445789,3,4,500,0
Legon,1,1,5.65,-0.18,249,445789,2,3,6000,1
Ashalebotwe,1,1,5.68,-0.13,239,198857,3,3,120,0
Cantonments,1,1,5.58,-0.18,259,678313,4,5,2250,0
Pokuase,1,1,5.69,-0.28,242,212367,2,3,120,0
Poukuase,1,1,5.69,-0.28,242,212367,2,3,120,0
Achiaman,1,1,5.70,-0.33,236,122026,4,4,5500,0
Achimota,1,1,5.62,-0.23,272,689820,4,4,5500,0
Achimota Forest,1,1,5.62,-0.22,259,702116,4,4,5500,0
Awchioma,3,1,5.77,-0.28,830,63716,4,4,5500,0
New Achimota,1,1,5.63,-0.26,265,587895,4,4,5500,0
Bortianor,1,1,5.51,-0.34,0,204399,1,1,450,0
Legion,1,1,5.65,-0.18,249,445789,5,5,1500,0
Legon,1,1,5.65,-0.18,249,445789,5,5,1500,0
Legon,1,1,5.65,-0.18,249,445789,4,5,1500,0
Tetegbu,1,1,5.54,-0.31,377,474350,1,1,600,0
Cantonments,1,1,5.58,-0.18,259,678313,3,4,1649,0
Spintex Road,1,1,5.64,-0.10,219,306890,3,3,200,0
Dansoman Estate,1,1,5.54,-0.26,416,565491,2,1,100,0
Greda Estates,1,1,5.62,-0.09,219,300173,2,1,100,0
Kanda Estate,1,1,5.58,-0.19,278,698987,2,1,100,0
Nyaniba Estates,1,1,5.56,-0.18,269,549820,2,1,100,0
Parakuo Estates,1,1,5.64,-0.23,249,590864,2,1,100,0
Sakumono Estates,1,1,5.62,-0.05,236,144279,2,1,100,0
Onibi,3,1,5.73,-0.41,246,70145,2,2,120,0
Pokoase,1,1,5.69,-0.28,242,212367,4,4,170,0
Pokuase,1,1,5.69,-0.28,242,212367,4,4,170,0
Poukuase,1,1,5.69,-0.28,242,212367,4,4,170,0
Tokuse,1,1,5.55,-0.37,291,153506,4,4,170,0
Kaneshie,1,1,5.57,-0.24,360,760346,1,1,500,0
La Bawalshie,1,1,5.64,-0.17,246,455452,1,1,500,0
North Kaneshie,1,1,5.59,-0.24,331,810299,1,1,500,0
Lateman,3,1,5.75,-0.15,242,80913,1,1,600,0
Tesano,1,1,5.60,-0.23,301,781298,1,1,600,0
Spintex Road,1,1,5.64,-0.10,219,306890,3,4,200,0
Pokoase,1,1,5.69,-0.28,242,212367,6,6,450,0
Pokuase,1,1,5.69,-0.28,242,212367,6,6,450,0
Poukuase,1,1,5.69,-0.28,242,212367,6,6,450,0
Tokuse,1,1,5.55,-0.37,291,153506,6,6,450,0
Legon,1,1,5.65,-0.18,249,445789,2,2,150,0
Legion,1,1,5.65,-0.18,249,445789,3,4,850,0
Legon,1,1,5.65,-0.18,249,445789,3,4,850,0
Amanfro,1,1,5.68,-0.30,246,218959,5,5,150,0
Amanfro,3,1,5.56,-0.38,246,64159,5,5,150,0
Pokuase,1,1,5.69,-0.28,242,212367,5,5,150,0
Pokoase,1,1,5.69,-0.28,242,212367,3,2,150,0
Pokuase,1,1,5.69,-0.28,242,212367,3,2,150,0
Poukuase,1,1,5.69,-0.28,242,212367,3,2,150,0
Tokuse,1,1,5.55,-0.37,291,153506,3,2,150,0
Amasaman,1,1,5.70,-0.30,246,160578,2,3,120,0
Katamanso,3,1,5.75,-0.08,246,74381,2,3,120,0
Pokuase,1,1,5.69,-0.28,242,212367,3,3,120,0
Poukuase,1,1,5.69,-0.28,242,212367,3,3,120,0
Odumase,1,1,5.67,-0.31,246,214924,3,3,1300,0
Pokuase,1,1,5.69,-0.28,242,212367,3,3,1300,0
Poukuase,1,1,5.69,-0.28,242,212367,3,3,1300,0
Legon,1,1,5.65,-0.18,249,445789,3,4,165,0
Weija,1,1,5.57,-0.33,246,364214,2,1,600,0
Awudome Estate,1,1,5.57,-0.23,334,741791,2,1,100,0
Dansoman Estate,1,1,5.54,-0.26,416,565491,2,1,100,0
Kanda Estate,1,1,5.58,-0.19,278,698987,2,1,100,0
Parakuo Estates,1,1,5.64,-0.23,249,590864,2,1,100,0
Sakumono Estates,1,1,5.62,-0.05,236,144279,2,1,100,0
Legion,1,1,5.65,-0.18,249,445789,2,3,342,0
Legon,1,1,5.65,-0.18,249,445789,2,3,342,0
Ablemkpe,1,1,5.61,-0.22,269,800486,4,4,1600,0
Ablenkpe,1,1,5.61,-0.22,269,800486,4,4,1600,0
Legon,1,1,5.65,-0.18,249,445789,4,4,855,0
North Ridge,1,1,5.57,-0.19,282,575806,4,4,855,0
Legon,1,1,5.65,-0.18,249,445789,3,4,200,0
Spintex Road,1,1,5.64,-0.10,219,306890,4,5,800,0
Ashaladza Botchway,1,1,5.68,-0.13,239,198857,4,3,140,0
Ashalebotwe,1,1,5.68,-0.13,239,198857,4,3,140,0
Legion,1,1,5.65,-0.18,249,445789,4,4,1720,0
Legon,1,1,5.65,-0.18,249,445789,4,4,1720,0
Accra,1,1,5.55,-0.20,298,552347,3,4,795,0
North Dzorwulu,1,1,5.62,-0.19,249,690794,6,7,2200,0
Legon,1,1,5.65,-0.18,249,445789,4,5,1720,0
Spintex Road,1,1,5.64,-0.10,219,306890,5,5,650,0
Legion,1,1,5.65,-0.18,249,445789,4,5,1918,0
Legon,1,1,5.65,-0.18,249,445789,4,5,1918,0
Ablekuma,1,1,5.63,-0.10,219,291345,1,1,500,0
Abrekuma,1,1,5.63,-0.31,242,309887,1,1,500,0
Ajiringano,1,1,5.63,-0.13,232,437914,2,1,150,0
Cantonments,1,1,5.58,-0.18,259,678313,2,2,11500,1
Ajiringano,1,1,5.63,-0.13,232,437914,2,2,8538,1
Agbogba,1,1,5.69,-0.20,213,305480,1,1,650,0
Agboogba,1,1,5.69,-0.20,213,305480,1,1,650,0
Ajiringano,1,1,5.63,-0.13,232,437914,5,6,720,0
Legion,1,1,5.65,-0.18,249,445789,2,3,397,0
Legon,1,1,5.65,-0.18,249,445789,2,3,397,0
Legion,1,1,5.65,-0.18,249,445789,4,3,1320,0
Legon,1,1,5.65,-0.18,249,445789,4,3,1320,0
Legon,1,1,5.65,-0.18,249,445789,4,5,280,0
Legon,1,1,5.65,-0.18,249,445789,4,5,810,0
North Ridge,1,1,5.57,-0.19,282,575806,4,5,810,0
Cantonments,1,1,5.58,-0.18,259,678313,3,3,1300,0
Achimota,1,1,5.62,-0.23,272,689820,4,4,690,0
